headword,words,ner,docSize,sentSize
coupé,[Vertigo", sports", coupé],O,1,1
Veyron,[Veyron],O,1,2
Sport,[Veyron", Super", Sport],ORGANIZATION,1,1
S/A,[Veículos", Especiais", S/A],O,1,1
Victoria,[Victoria],LOCATION,1,3
Viking,[Viking],O,1,2
Lancia,[Vincenzo", Lancia],ORGANIZATION,1,1
Viper,[Viper],O,1,3
Viper,[Viper],ORGANIZATION,1,1
Vipers,[Vipers],O,1,1
Vitara,[Vitara],LOCATION,1,1
Putin,[Vladimir", Putin],PERSON,1,1
Voitures,[Voitures],ORGANIZATION,1,1
Volar-E,[Volar-E],MISC,1,1
Volkswagen,[Volkswagen],ORGANIZATION,1,3
AG,[Volkswagen", AG],ORGANIZATION,1,1
Beetle,[Volkswagen", Beetle],ORGANIZATION,1,1
Group,[Volkswagen", Group],ORGANIZATION,1,10
Group,[Volkswagen", Group],ORGANIZATION,1,1
cars,[Volkswagen", cars],ORGANIZATION,1,1
Volvo,[Volvo],ORGANIZATION,1,6
Cars,[Volvo", Cars],ORGANIZATION,1,1
ÖV,[Volvo", ÖV],ORGANIZATION,1,1
W,[W],O,1,2
WRX,[WRX],ORGANIZATION,1,1
WX-8,[WX-8],O,1,1
Wagenbau-Fabriksgesellschaft,[Wagenbau-Fabriksgesellschaft],ORGANIZATION,1,1
R,[Wagon", R],PERSON,1,1
Performance,[Walkinshaw", Performance],PERSON,1,1
brothers,[Walklett", brothers],PERSON,1,1
Wall,[Wall],O,1,2
II,[War", II],MISC,1,1
Tatra,[War", II", Tatra],O,1,1
airfield,[War", II", airfield],MISC,1,1
Vauxhall,[War", Vauxhall],MISC,1,1
holder,[Warrant", holder],ORGANIZATION,1,1
Mosler,[Warren", Mosler],PERSON,1,2
Warsaw,[Warsaw],LOCATION,1,2
Warwick,[Warwick],LOCATION,1,1
Warwickshire,[Warwickshire],LOCATION,1,1
Washington,[Washington],LOCATION,1,1
Richland,[West", Richland],LOCATION,1,2
Sussex,[West", Sussex],LOCATION,1,1
Yorkshire,[West", Yorkshire],LOCATION,1,2
Whitley,[Whitley],LOCATION,1,2
Whitley,[Whitley],PERSON,1,1
plant,[Whitley", plant],LOCATION,1,1
Wiegert,[Wiegert],PERSON,1,3
Wiesmann,[Wiesmann],PERSON,1,1
Wiesmann,[Wiesmann],O,1,1
Wiesmann,[Wiesmann],PERSON,1,1
MF,[Wiesmann", GT", MF],MISC,1,1
GmbH,[Wiesmann", GmbH],ORGANIZATION,1,1
MF,[Wiesmann", MF],ORGANIZATION,1,1
corporation,[Wiesmann", corporation],ORGANIZATION,1,1
logo,[Wiesmann", logo],O,1,1
Wikipedia.org,[Wikipedia.org],O,1,1
Durant,[William", C.", Durant],PERSON,1,1
Wilmington,[Wilmington],LOCATION,1,2
Woking,[Woking],ORGANIZATION,1,1
Wolfsburg,[Wolfsburg],LOCATION,1,1
Worcestershire,[Worcestershire],ORGANIZATION,1,1
World,[World],O,1,1
titles,[World", Rally", Championship", titles],MISC,1,1
II,[World", War", II],MISC,1,1
Tatra,[World", War", II", Tatra],O,1,1
airfield,[World", War", II", airfield],MISC,1,1
Vauxhall,[World", War", Vauxhall],MISC,1,1
X,[X],O,1,1
Xiangyang,[Xiangyang],LOCATION,1,1
consumers,[Y", consumers],O,1,1
Award,[Year", Award],DATE,1,1
award,[Year", award],DATE,1,1
awards,[Year", awards],DATE,1,1
Yellowbird,[Yellowbird],MISC,1,1
Yokohama,[Yokohama],LOCATION,1,2
Exchange,[York", Stock", Exchange],ORGANIZATION,1,1
Yorkshire,[Yorkshire],LOCATION,1,2
Yulon,[Yulon],ORGANIZATION,1,1
Motor,[Yulon", Motor],ORGANIZATION,1,2
subsidiary,[Yulon", subsidiary],ORGANIZATION,1,1
ZAZ,[ZAZ],ORGANIZATION,1,4
ZAZ,[ZAZ],O,1,1
ZIL,[ZIL],O,1,1
cars,[ZIL", passenger", cars],O,1,1
Zagato,[Zagato],PERSON,1,1
Zagato,[Zagato],O,1,1
Zagato,[Zagato],PERSON,1,1
Zaporizhia,[Zaporizhia],LOCATION,1,2
Plant,[Zaporizhia", Automobile", Building", Plant],LOCATION,1,1
model,[Zaporozhets", model],O,1,1
Zavod,[Zavod],PERSON,1,1
Likhachova,[Zavod", imeni", Likhachova],O,1,1
Zeewolde,[Zeewolde],PERSON,1,1
Zen,[Zen],O,1,1
GmbH,[Zeppelin", GmbH],ORGANIZATION,1,1
Zhejiang,[Zhejiang],LOCATION,1,1
Group,[Zhejiang", Geely", Holding", Group],ORGANIZATION,1,1
name,[Zhiguli", name],MISC,1,1
ZiL,[ZiL],O,1,1
able,[able],O,1,1
academics,[academics],O,1,1
division,[accessories", division],O,1,1
achievement,[achievement],O,1,1
acquisition,[acquisition],O,1,1
Española,[acronym", Sociedad", Española],O,1,1
active,[active],O,1,1
activity,[activity],O,1,3
addition,[addition],O,1,3
additional,[additional],O,1,2
administrative,[administrative],O,1,2
advent,[advent],O,1,1
aerosani,[aerosani],O,1,1
affordable,[affordable],O,1,1
aircraft,[aircraft],O,1,1
airfield,[airfield],O,1,1
airplane,[airplane],O,1,1
airplanes,[airplanes],O,1,1
all-terrain,[all-terrain],O,1,1
all-wheel-drive,[all-wheel-drive],O,1,1
alliance,[alliance],O,1,1
alliances,[alliances],O,1,1
alphabet,[alphabet],O,1,1
alternative,[alternative],O,1,1
amazing,[amazing],O,1,5
amount,[amount],O,1,1
amounts,[amounts],O,1,1
announcements,[announcements],O,1,1
annual,[annual],SET,1,2
anything,[anything],O,1,1
appearance,[appearance],O,1,1
applications,[applications],O,1,1
appointment,[appointment],O,1,1
architecture,[architecture],O,1,1
area,[area],O,1,3
armored,[armored],O,1,1
armored,[armored],O,1,1
arms,[arms],O,1,1
arrow,[arrow],O,1,1
impression,[artist", impression],O,1,1
assembly,[assembly],O,1,1
plant,[assembly", plant],O,1,2
plants,[assembly", plants],O,1,1
assets,[assets],O,1,1
attempt,[attempt],O,1,2
attention,[attention],O,1,1
attraction,[attraction],O,1,1
manufacturer,[auto", manufacturer],O,1,1
automaker,[automaker],O,1,16
S.p.A.Chrysler,[automaker", Fiat", S.p.A.Chrysler],O,1,1
Motors,[automaker", General", Motors],O,1,1
Company,[automaker", Honda", Motor", Company],O,1,1
Company,[automaker", Nissan", Motor", Company],O,1,1
Corporation,[automaker", Toyota", Motor", Corporation],O,1,1
automakers,[automakers],O,1,2
automobile,[automobile],O,1,7
holder,[automobile", Royal", Warrant", holder],O,1,1
brand,[automobile", brand],O,1,1
division,[automobile", division],O,1,2
manufacturer,[automobile", manufacturer],O,1,22
technology,[automobile", technology],O,1,1
automobiles,[automobiles],O,1,13
automotive,[automotive],O,1,17
available,[available],O,1,1
average,[average],O,1,1
award,[award],O,1,2
awards,[awards],O,1,4
background,[background],O,1,1
backing,[backing],O,1,1
badge,[badge],O,1,2
engineering,[badge", engineering],O,1,1
variants,[badge", variants],O,1,1
bearing,[ball", bearing],O,1,2
manufacturer,[ball", bearing", manufacturer],O,1,1
bankruptcy,[bankruptcy],O,1,4
bankruptcy-protected,[bankruptcy-protected],O,1,1
basic,[basic],O,1,1
basis,[basis],O,1,1
packs,[battery", packs],O,1,1
systems,[battery", systems],O,1,1
bearing,[bearing],O,1,2
beautiful,[beautiful],O,1,1
bespoke,[bespoke],O,1,1
best,[best],O,1,5
best-selling,[best-selling],O,1,1
bhp,[bhp],O,1,1
bhp,[bhp],O,1,1
bicycle,[bicycle],O,1,1
maker,[bicycle", maker],O,1,1
bidder,[bidder],O,1,1
biggest,[biggest],O,1,6
biggest,[biggest],O,1,1
biggest,[biggest],O,1,1
bloc,[bloc],O,1,1
countries,[bloc", countries],O,1,1
design,[body", design],O,1,1
designs,[body", designs],O,1,1
bodywork,[bodywork],O,1,1
Richards,[boss", David", Richards],O,1,1
layout,[boxer", engine", layout],O,1,1
brand,[brand],O,1,38
brand,[brand],O,1,1
name,[brand", name],O,1,1
company,[brand", name.The", company],O,1,1
branding,[branding],O,1,1
brands,[brands],O,1,10
brief,[brief],O,1,1
broadcast,[broadcast],O,1,1
brothers,[brothers],O,1,2
buses,[buses],O,1,7
business,[business],O,1,1
group,[business", group],O,1,1
sectors,[business", sectors],O,1,1
Wiesmann,[businessman", Friedhelm", Wiesmann],O,1,1
busses,[busses],O,1,1
c,[c],O,1,1
camera,[camera],O,1,1
capacity,[capacity],O,1,1
increase,[capital", increase],O,1,1
capitalisation,[capitalisation],O,1,1
capitalization,[capitalization],O,1,1
car,[car],O,1,33
brand,[car", brand],O,1,2
brands,[car", brands],O,1,3
company,[car", company],O,1,4
components,[car", components],O,1,1
computer,[car", computer],O,1,1
delivery,[car", delivery],O,1,1
firm,[car", design", firm],O,1,1
group,[car", group],O,1,1
logos,[car", logos],O,1,2
maker,[car", maker],O,1,4
makers,[car", makers],O,1,2
manufacturer,[car", manufacturer],O,1,8
FPV,[car", manufacturer", FPV],O,1,1
Rover,[car", manufacturer", Jaguar", Land", Rover],O,1,1
company,[car", manufacturer.The", company],O,1,1
manufacturers,[car", manufacturers],O,1,4
facility,[car", manufacturing", facility],O,1,1
Suzuki,[car", market.Maruti", Suzuki],O,1,1
marque.The,[car", marque.The],O,1,1
models,[car", models],O,1,2
features,[car", safety", features],O,1,1
segment,[car", segment],O,1,1
show,[car", show],O,1,1
tuner,[car", tuner],O,1,1
types,[car", types],O,1,1
car-like,[car-like],O,1,1
fibre,[carbon", fibre],O,1,1
carmaker,[carmaker],O,1,1
Renault,[carmaker", Renault],O,1,1
manufacturer,[carriage", manufacturer],O,1,1
cars,[cars],O,1,75
cars,[cars],O,1,1
today,[cars", today],O,1,1
categories,[categories],O,1,1
cc,[cc],O,1,1
cent,[cent],O,1,1
center,[center],O,1,1
centers,[centers],O,1,2
central,[central],O,1,1
centre,[centre],O,1,1
centres,[centres],O,1,1
century,[century],DATE,1,1
certain,[certain],O,1,1
challenges,[challenges],O,1,1
championships,[championships],O,1,1
change,[change],O,1,1
badge,[change.The", Lada", badge],O,1,1
changes,[changes],O,1,1
characteristics,[characteristics],O,1,1
chassis,[chassis],O,1,1
chemicals,[chemicals],O,1,1
chief,[chief],O,1,2
citation,[citation],O,1,1
citizens,[citizens],O,1,1
city,[city],O,1,2
cars,[city", cars],O,1,1
life,[city", life],O,1,1
streets,[city", streets],O,1,1
civilian,[civilian],O,1,2
civilian-market,[civilian-market],O,1,1
class,[class],O,1,1
classic,[classic],O,1,1
close,[close],O,1,1
close,[close],O,1,1
closed,[closed],O,1,1
cluster,[cluster],O,1,1
coachbuilder,[coachbuilder],O,1,1
company,[coachbuilding", company],O,1,1
Ferrari,[coachbuilt", Ferrari],O,1,1
coat,[coat],O,1,1
manufacturer,[coffee", mill", manufacturer],O,1,1
collections,[collections],O,1,1
combined,[combined],O,1,1
engines,[combustion", engines],O,1,2
engines,[combustion", engines],O,1,1
comfort,[comfort],O,1,4
commercial,[commercial],O,1,11
commercialization,[commercialization],O,1,1
communications,[communications],O,1,1
compact,[compact],O,1,5
companies,[companies],O,1,13
company,[company],O,1,25
name,[company", name],O,1,1
components,[components],O,1,1
concept,[concept],O,1,1
cars,[concept", cars],O,1,1
car,[concept", show", car],O,1,1
conglomerate,[conglomerate],O,1,2
Industries,[conglomerate", Fuji", Heavy", Industries],O,1,1
company,[conglomerate", company],O,1,1
equipment,[construction", equipment],O,1,1
Engineering,[consultancy", Lotus", Engineering],O,1,1
consumer,[consumer],O,1,1
models,[consumer", models],O,1,1
products,[consumer", products],O,1,1
consumers,[consumers],O,1,1
contemporary,[contemporary],O,1,2
continents,[continents],O,1,1
conversions,[conversions],O,1,1
conversions,[conversions],O,1,1
convertible,[convertible],O,1,1
convertibles,[convertibles],O,1,2
cooperative,[cooperative],O,1,1
copy,[copy],O,1,1
company,[core", company],O,1,1
corporate,[corporate],O,1,1
corporation,[corporation],O,1,5
corvette,[corvette],O,1,1
counterparts,[counterparts],O,1,1
countries,[countries],O,1,12
countries,[countries],O,1,1
coupe,[coupe],O,1,1
coupes,[coupes],O,1,1
coupé,[coupé],O,1,2
coupés,[coupés],O,1,2
repair,[crash", repair],O,1,1
creation,[creation],O,1,6
crossover,[crossover],O,1,1
crowd,[crowd],O,1,1
cu,[cu],O,1,1
current,[current],DATE,1,7
hard-tops,[custom", hard-tops],O,1,1
cycle,[cycle],O,1,1
day,[day],DATE,1,1
day,[day],DURATION,1,1
day,[day],DURATION,1,1
G4,[day", G4],DURATION,1,1
deal,[deal],O,1,1
margins,[dealer", margins],O,1,1
dealers,[dealers],O,1,1
dealerships,[dealerships],O,1,1
decade,[decade],DURATION,1,1
decade,[decade],DATE,1,1
decades,[decades],DATE,1,1
decades,[decades],DURATION,1,1
decision,[decision],O,1,1
decks,[decks],O,1,1
delight,[delight],O,1,1
delivery,[delivery],O,1,2
demand,[demand],O,1,1
demise,[demise],O,1,1
Brink,[den", Brink],PERSON,1,2
Brink,[den", Brink],O,1,1
dependencies,[dependencies],O,1,1
design,[design],O,1,8
design,[design],O,1,1
center,[design", center],O,1,1
badge,[design", change.The", Lada", badge],O,1,1
concept,[design", concept],O,1,1
modifications,[design", modifications],O,1,1
designer,[designer],O,1,1
designs,[designs],O,1,3
development,[development],O,1,1
centers,[development", centers],O,1,1
centre,[development", centre],O,1,1
developments,[developments],O,1,1
diesel,[diesel],O,1,1
engine,[diesel", engine],O,1,1
engines,[diesel", engines],O,1,4
different,[different],O,1,1
difficult,[difficult],O,1,1
direct,[direct],O,1,2
direction,[direction],O,1,1
disabled,[disabled],O,1,1
distinction,[distinction],O,1,1
distribution,[distribution],O,1,2
company,[distribution", company],O,1,1
rights,[distribution", rights],O,1,1
distributors,[distributors],O,1,1
diverse,[diverse],O,1,1
division,[division],O,1,3
domestic,[domestic],O,1,2
dormant,[dormant],O,1,2
double,[double],O,1,1
downturn,[downturn],O,1,1
cars,[dozen", cars],NUMBER,1,1
dragons,[dragons],O,1,1
layout,[drive", layout],O,1,2
systems,[drive", systems],O,1,1
vehicles,[drive", vehicles],O,1,1
layout,[drive-train", layout],O,1,1
driver,[driver],O,1,1
Gillet,[driver", Tony", Gillet],O,1,1
drivers,[drivers],O,1,1
drivetrain,[drivetrain],O,1,1
systems,[drivetrain", systems],O,1,1
due,[due],O,1,2
durability,[durability],O,1,1
durable,[durable],O,1,1
e-cars,[e-cars],O,1,1
e-fleet,[e-fleet],O,1,1
early,[early],DATE,1,1
economic,[economic],O,1,3
car,[economy", car],O,1,1
editions,[editions],O,1,2
efficiency,[efficiency],O,1,1
effort,[effort],O,1,3
eighth,[eighth],ORDINAL,1,2
electric,[electric],O,1,12
electric,[electric],O,1,1
electric-powered,[electric-powered],O,1,1
employees,[employees],O,1,1
cars,[end", cars],O,1,1
functions,[end", functions],O,1,1
impression,[end", impression],O,1,1
models,[end", models],O,1,1
energy,[energy],O,1,1
engine,[engine],O,1,8
layout,[engine", layout],O,1,1
manufacturer,[engine", manufacturer],O,1,2
Wiesmann,[engineer", Martin", Wiesmann],O,1,1
centres,[engineering", centres],O,1,1
Engineering,[engineering", consultancy", Lotus", Engineering],O,1,1
resources,[engineering", resources],O,1,1
engineers,[engineers],O,1,3
Poiraud,[engineers", Claude", Poiraud],O,1,1
engines,[engines],O,1,7
engines,[engines],O,1,1
enhancements,[enhancements],O,1,1
Araripe,[entrepreneur", Mário", Araripe],O,1,1
brand,[entry", brand],O,1,1
level,[entry", level", Alto],O,1,1
entry-level,[entry-level],O,1,1
equipment,[equipment],O,1,2
manufacturer,[equipment", manufacturer],O,1,1
equity,[equity],O,1,2
fund,[equity", fund],O,1,1
equivalent,[equivalent],O,1,2
era,[era],O,1,1
establishment,[establishment],O,1,1
esteem,[esteem],O,1,1
evident,[evident],O,1,2
evolution,[evolution],O,1,2
evolutions,[evolutions],O,1,1
example,[example],O,1,2
exception,[exception],O,1,2
exchange,[exchange],O,1,1
Marchionne,[executive", Sergio", Marchionne],O,1,1
existence,[existence],O,1,1
exotic,[exotic],O,1,1
export,[export],O,1,1
brand,[export", brand],O,1,1
exporter,[exporter],O,1,1
exports,[exports],O,1,1
expressivity,[expressivity],O,1,1
exterior,[exterior],O,1,1
external,[external],O,1,1
fabrication,[fabrication],O,1,1
facilities,[facilities],O,1,3
fact,[fact],O,1,1
factory,[factory],O,1,5
family,[family],O,1,2
family-owned,[family-owned],O,1,1
fans,[fans],O,1,1
fast,[fast],O,1,1
fastest,[fastest],O,1,2
feature,[feature],O,1,2
features,[features],O,1,1
fibre,[fibre],O,1,1
bodywork,[fibreglass", bodywork],O,1,1
field,[field],O,1,1
fifteenth,[fifteenth],ORDINAL,1,1
fifth,[fifth],ORDINAL,1,2
companies,[finance", companies],O,1,1
financial,[financial],O,1,2
fine,[fine],O,1,1
firm,[firm],O,1,2
firms,[firms],O,1,1
first,[first],ORDINAL,1,23
first,[first],ORDINAL,1,1
first,[first],ORDINAL,1,1
brand,[flagship", Chrysler", brand],O,1,1
vehicle,[flagship", vehicle],O,1,1
fleet,[fleet],O,1,1
floorpan,[floorpan],O,1,1
focus,[focus],O,1,2
former,[former],O,1,5
foundation,[foundation],O,1,1
four-wheel,[four-wheel],O,1,1
fourteen,[fourteen],NUMBER,1,1
fourteenth-largest,[fourteenth-largest],O,1,1
fourth,[fourth],ORDINAL,1,3
frames,[frames],O,1,1
frazione,[frazione],O,1,1
layout,[front-wheel", drive", layout],O,1,1
ft,[ft],O,1,1
ft,[ft],O,1,1
full,[full],O,1,1
functions,[functions],O,1,2
functions,[functions],O,1,1
fund,[fund],O,1,1
Capital,[fund", North", Street", Capital],O,1,1
future,[future],DATE,1,1
future,[future],DATE,1,1
gasoline-powered,[gasoline-powered],O,1,1
gecko,[gecko],O,1,1
geckos,[geckos],O,1,1
generation,[generation],O,1,5
generation,[generation", Dodge", Challenger],O,1,1
generation,[generation", Ford", Mustang],O,1,1
generations.The,[generations.The],O,1,1
generous,[generous],O,1,1
global,[global],O,1,3
goal,[goal],O,1,1
government,[government],O,1,1
graphic,[graphic],O,1,1
great,[great],O,1,3
trademarks,[grill", shape", trademarks],O,1,2
group,[group],O,1,6
guerrilla,[guerrilla],O,1,1
hand-built,[hand-built],O,1,2
characteristics,[handling", characteristics],O,1,1
hatchback,[hatchback],O,1,1
Ritz,[hatchback", Ritz],O,1,1
office,[head", office],O,1,2
heavy,[heavy],O,1,3
Capital,[hedge", fund", North", Street", Capital],O,1,1
heir,[heir],O,1,1
heritage,[heritage],O,1,1
high,[high],O,1,7
high-end,[high-end],O,1,1
high-performance,[high-performance],O,1,2
high-powered,[high-powered],O,1,1
high-speed,[high-speed],O,1,2
higher,[higher],O,1,1
highest-selling,[highest-selling],O,1,1
historic,[historic],O,1,3
history,[history],O,1,7
home,[home],O,1,1
hoods,[hoods],O,1,1
house,[house],O,1,1
Owner,[http://bentleymotors.com/", Owner],O,1,1
Owner,[http://corporate.ford.com/", Owner],O,1,1
Owner,[http://lada.ru/", Owner],O,1,1
Owner,[http://mitsubishi-motors.com/", Owner],O,1,1
Owner,[http://opel.com/", Owner],O,1,1
Founder,[http://piaggiogroup.com/en", Founder],O,1,1
Owner,[http://rolls-roycemotorcars.com/", Owner],O,1,1
Owner,[http://scania.com/", Owner],O,1,1
Owner,[http://skoda-auto.com/", Owner],O,1,1
Owner,[http://tatratrucks.com/", Owner],O,1,1
Owner,[http://tramontanacorp.com/", Owner],O,1,1
Owner,[http://tvr.co.uk/", Owner],O,1,1
Owner,[http://vauxhall.co.uk/", Owner],O,1,1
Owner,[http://www.avtozaz.com/en/", Owner],O,1,1
Owner,[http://www.holden.com.au/", Owner],O,1,1
Owner,[http://www.infiniti.com/", Owner],O,1,1
Owner,[http://www.jaguar.com/", Owner],O,1,1
http://www.koenigsegg.com/,[http://www.koenigsegg.com/],O,1,1
Owner,[http://www.lancia.com/", Owner],O,1,1
Owner,[http://www.lexus-int.com/", Owner],O,1,1
Owner,[http://www.lotuscars.com/", Owner],O,1,1
Owner,[http://www.mahindra.com/", Owner],O,1,1
Owner,[http://www.maserati.com/", Owner],O,1,1
Owner,[http://www.maybach-manufaktur.com/", Owner],O,1,1
Owner,[http://www.mclarenautomotive.com/", Owner],O,1,1
Owner,[http://www.mercedes-benz.com/", Owner],O,1,1
Owner,[http://www.mini.co.uk/", Owner],O,1,1
Founder,[http://www.moslerauto.com/", Founder],O,1,1
Owner,[http://www.nissan-global.com/", Owner],O,1,1
Founder,[http://www.noblecars.com/", Founder],O,1,1
Founder,[http://www.pagani.com/", Founder],O,1,1
Owner,[http://www.panoz.com/", Owner],O,1,1
Owner,[http://www.perodua.com.my/", Owner],O,1,1
Owner,[http://www.proton.com/", Owner],O,1,1
Owner,[http://www.renault.com/", Owner],O,1,1
Founder,[http://www.rimac-automobili.com/", Founder],O,1,1
Owner,[http://www.saabcars.com/", Owner],O,1,1
Owner,[http://www.scion.com/", Owner],O,1,1
Owner,[http://www.smart.com/", Owner],O,1,1
Owner,[http://www.smotor.com/", Owner],O,1,1
Owner,[http://www.sscnorthamerica.com/", Owner],O,1,1
Founder,[http://www.tata.com/", Founder],O,1,1
Owner,[http://www.toyota-global.com/", Owner],O,1,1
Owner,[http://www.troller.com.br/", Owner],O,1,1
Owner,[http://www.uaz.ru/", Owner],O,1,1
Owner,[http://www.vandenbrinkdesign.com/", Owner],O,1,1
Owner,[http://www.venturi.fr/", Owner],O,1,1
Owner,[http://www.wiesmann.com/", Owner],O,1,1
Founder,[http://www.zagato.it/", Founder],O,1,1
images,[images],O,1,2
Likhachova,[imeni", Likhachova],O,1,1
inception,[inception],O,1,1
independent,[independent],O,1,1
industrial,[industrial],O,1,1
informations,[informations],O,1,2
internal,[internal],O,1,3
international,[international],O,1,3
introduction,[introduction],O,1,1
joint,[joint],O,1,1
kW,[kW],O,1,1
kW,[kW],O,1,1
km,[km],O,1,1
km/h,[km/h],O,1,1
labour,[labour],O,1,1
large,[large],O,1,1
larger,[larger],O,1,1
largest,[largest],O,1,5
last,[last],DATE,1,1
late,[late],DATE,1,1
latest,[latest],O,1,1
layout,[layout],O,1,3
layout,[layout],O,1,1
leaders,[leaders],O,1,2
legal,[legal],O,1,3
legendary,[legendary],O,1,1
letter,[letter],O,1,3
level,[level", Alto],O,1,1
life,[life],O,1,1
light,[light],O,1,1
light,[light],O,1,1
light,[light],O,1,1
light,[light],O,1,1
light,[light],O,1,1
light,[light],O,1,1
lightweight,[lightweight],O,1,1
limited,[limited],O,1,1
use,[limousine/livery", use],O,1,1
limousines,[limousines],O,1,2
line,[line],O,1,2
line,[line],O,1,1
line,[line],O,1,1
lineup,[lineup],O,1,1
list,[list],O,1,3
engine,[litre", Alfa", Romeo", V6", engine],O,1,1
V8,[litre", Ferrari/Maserati", V8],O,1,1
litres,[litres],MONEY,1,1
live,[live],O,1,1
located,[located],O,1,2
logos,[logos],O,1,1
logotype,[logotype],O,1,1
look,[look],O,1,1
looks,[looks],O,1,1
lot,[lot],O,1,5
lots,[lots],O,1,3
low,[low],O,1,2
luggage,[luggage],O,1,1
luxurious,[luxurious],O,1,1
luxury,[luxury],O,1,4
luxury,[luxury],O,1,1
automobiles,[luxury", automobiles],O,1,2
brand,[luxury", car", brand],O,1,1
sedan,[luxury", sedan],O,1,1
sedans,[luxury", sedans],O,1,2
segment,[luxury", sports", car", segment],O,1,1
cars,[luxury", sports", cars],O,1,1
division,[luxury", vehicle", division],O,1,3
main,[main],O,1,2
major,[major],O,1,1
majority,[majority],O,1,1
make,[make],O,1,1
maker,[maker],O,1,2
makers,[makers],O,1,2
management,[management],O,1,2
maneuverable,[maneuverable],O,1,1
manual,[manual],O,1,1
manufacturer,[manufacturer],O,1,52
Automobile,[manufacturer", Geely", Automobile],O,1,1
manufacturers,[manufacturers],O,1,2
company,[manufacturing", company],O,1,1
many,[many],O,1,1
marine,[marine],O,1,2
market,[market],O,1,1
marque,[marque],O,1,4
marque.The,[marque.The],O,1,1
company,[mass", production", car", company],O,1,1
mass-production,[mass-production],O,1,1
mechanical,[mechanical],O,1,1
member,[member],O,1,1
metres,[metres],O,1,1
metres,[metres],O,1,1
mid,[mid],DATE,1,1
mid-1980s,[mid-1980s],DATE,1,1
mid-2012,[mid-2012],O,1,1
mid-engine,[mid-engine],O,1,1
mid-priced,[mid-priced],O,1,1
mid-size,[mid-size],O,1,1
milestones,[milestones],O,1,1
military,[military],O,1,3
manufacturer,[mill", manufacturer],O,1,1
Fabias,[millions", Fabias],NUMBER,1,1
cars,[millions", Škoda", cars],NUMBER,1,1
millionth,[millionth],ORDINAL,1,1
minivans,[minivans],O,1,1
ownership,[minority", ownership],O,1,1
mission,[mission],O,1,1
mission,[mission],O,1,1
model,[model],O,1,12
year,[model", year],O,1,1
models,[models],O,1,7
modern-day,[modern-day],O,1,1
Panoz,[mogul", Don", Panoz],O,1,1
more,[more],O,1,9
most,[most],O,1,3
name,[mother", company", name],O,1,1
car,[motor", car],O,1,1
Automobile,[motor", manufacturer", Geely", Automobile],O,1,1
competitions,[motor", sport", competitions],O,1,1
vehicles,[motor", vehicles],O,1,1
manufacturer,[motorcycle", manufacturer],O,1,1
Suzuki.As,[motorcycle", manufacturer", Suzuki.As],O,1,1
motorcycles,[motorcycles],O,1,3
Panoz,[motorsport", mogul", Don", Panoz],O,1,1
motto,[motto],O,1,1
mountains,[mountains],O,1,1
movers,[movers],O,1,1
mph,[mph],O,1,2
much,[much],O,1,2
multinational,[multinational],O,1,7
name,[name],O,1,5
Volvo,[name", Volvo],O,1,1
nameplate,[nameplate],O,1,1
national,[national],O,1,1
nationwide,[nationwide],O,1,1
needs,[needs],O,1,1
network,[network],O,1,1
new,[new],O,1,8
news,[news],O,1,1
normal,[normal],O,1,1
now-defunct,[now-defunct],O,1,1
numerous,[numerous],O,1,6
oldest,[oldest],O,1,3
one,[one],NUMBER,1,17
only,[only],O,1,1
original,[original],O,1,6
original,[original],O,1,2
other,[other],O,1,1
others,[others],O,1,1
own,[own],O,1,2
owner,[owner],O,1,2
owners,[owners],O,1,1
ownership,[ownership],O,1,1
packs,[packs],O,1,1
part,[part],O,1,3
partial,[partial],O,1,1
partner,[partner],O,1,1
partners,[partners],O,1,1
parts,[parts],O,1,2
cars,[passenger", cars],O,1,4
passengers,[passengers],O,1,1
past,[past],DATE,1,3
people,[people],O,1,4
enhancements,[performance", enhancements],O,1,1
